Industry,Company Name,Symbol,Country,Sector,ISIN Number
Specialty Chemicals,Sasol Limited,SSL,South Africa,Materials,US8038663006
Electrical Equipment & Parts,"Powell Industries, Inc.",POWL,United States,Industrials,US7391281067
Banks - Regional,"Heartland Financial USA, Inc.",HTLF,United States,Financials,US42234Q1022
Real Estate - Diversified,The St. Joe Company,JOE,United States,Real Estate,US7901481009
REIT - Retail,Acadia Realty Trust,AKR,United States,Real Estate,US0042391096
Banks - Regional,Simmons First National Corporation,SFNC,United States,Financials,US8287302009
Specialty Chemicals,Innospec Inc.,IOSP,United States,Materials,US45768S1050
Recreational Vehicles,Polaris Inc.,PII,United States,Consumer Discretionary,US7310681025
Leisure,United Parks & Resorts Inc.,PRKS,United States,Consumer Discretionary,US81282V1008
Beverages - Brewers,"The Boston Beer Company, Inc.",SAM,United States,Consumer Staples,US1005571070
Banks - Regional,Independent Bank Corp.,INDB,United States,Financials,US4538361084
Biotechnology,MoonLake Immunotherapeutics,MLTX,Switzerland,Healthcare,KY61559X1045
Banks - Regional,Grupo Aval Acciones y Valores S.A.,AVAL,Colombia,Financials,US40053W1018
Utilities - Regulated Water,American States Water Company,AWR,United States,Utilities,US0298991011
Staffing & Employment Services,ManpowerGroup Inc.,MAN,United States,Industrials,US56418H1005
Capital Markets,"CleanSpark, Inc.",CLSK,United States,Financials,US18452B2097
Electrical Equipment & Parts,Atkore Inc.,ATKR,United States,Industrials,US0476491081
REIT - Hotel & Motel,Park Hotels & Resorts Inc.,PK,United States,Real Estate,US7005171050
Education & Training Services,"Laureate Education, Inc.",LAUR,United States,Consumer Staples,US5186132032
Utilities - Regulated Gas,Chesapeake Utilities Corporation,CPK,United States,Utilities,US1653031088
Software - Application,PAR Technology Corporation,PAR,United States,Technology,US6988841036
Specialty Chemicals,The Chemours Company,CC,United States,Materials,US1638511089
Drug Manufacturers - Specialty & Generic,Bausch Health Companies Inc.,BHC,Canada,Healthcare,CA0717341071
Oil & Gas Equipment & Services,Tidewater Inc.,TDW,United States,Energy,US88642R1095
Biotechnology,Merus N.V.,MRUS,Netherlands,Healthcare,NL0011606264
Integrated Freight & Logistics,"Hub Group, Inc.",HUBG,United States,Industrials,US4433201062
Banks - Regional,Park National Corporation,PRK,United States,Financials,US7006581075
Medical Devices,NovoCure Limited,NVCR,Switzerland,Healthcare,JE00BYSS4X48
Packaged Foods,Nomad Foods Limited,NOMD,United Kingdom,Consumer Staples,VGG6564A1057
Insurance - Property & Casualty,Mercury General Corporation,MCY,United States,Financials,US5894001008
Software - Application,Kingsoft Cloud Holdings Limited,KC,China,Technology,US49639K1016
Tobacco,RLX Technology Inc.,RLX,China,Consumer Staples,US74969N1037
Oil & Gas Equipment & Services,Atlas Energy Solutions Inc.,AESI,United States,Energy,US6420451089
Information Technology Services,WNS (Holdings) Limited,WNS,India,Technology,US92932M1018
Medical Devices,LivaNova PLC,LIVN,United Kingdom,Healthcare,GB00BYMT0J19
Residential Construction,"Green Brick Partners, Inc.",GRBK,United States,Consumer Discretionary,US3927091013
Discount Stores,"PriceSmart, Inc.",PSMT,United States,Consumer Staples,US7415111092
Medical Distribution,"Patterson Companies, Inc.",PDCO,United States,Healthcare,US7033951036
REIT - Mortgage,"Arbor Realty Trust, Inc.",ABR,United States,Real Estate,US0389231087
Electronic Gaming & Multimedia,Playtika Holding Corp.,PLTK,Israel,Communication Services,US72815L1070
Auto & Truck Dealerships,Driven Brands Holdings Inc.,DRVN,United States,Consumer Discretionary,US26210V1026
Coking Coal,"Warrior Met Coal, Inc.",HCC,United States,Materials,US93627C1018
Health Information Services,"Privia Health Group, Inc.",PRVA,United States,Healthcare,US74276R1023
Biotechnology,"Catalyst Pharmaceuticals, Inc.",CPRX,United States,Healthcare,US14888U1016
REIT - Retail,Urban Edge Properties,UE,United States,Real Estate,US91704F1049
Specialty Industrial Machinery,ATS Corporation,ATS,Canada,Industrials,CA00217Y1043
Internet Content & Information,Yelp Inc.,YELP,United States,Communication Services,US9858171054
Restaurants,The Cheesecake Factory Incorporated,CAKE,United States,Consumer Discretionary,US1630721017
Banks - Regional,"Banc of California, Inc.",BANC,United States,Financials,US05990K1060
Drug Manufacturers - Specialty & Generic,"Amneal Pharmaceuticals, Inc.",AMRX,United States,Healthcare,US03168L1052
Packaged Foods,J&J Snack Foods Corp.,JJSF,United States,Consumer Staples,US4660321096
Thermal Coal,"Core Natural Resources, Inc.",CNR,United States,Energy,US21925D1090
REIT - Retail,"Four Corners Property Trust, Inc.",FCPT,United States,Real Estate,US35086T1097
Utilities - Regulated Water,California Water Service Group,CWT,United States,Utilities,US1307881029
Software - Infrastructure,Appian Corporation,APPN,United States,Technology,US03782L1017
Banks - Regional,TowneBank,TOWN,United States,Financials,US89214P1093
Entertainment,Manchester United plc,MANU,United Kingdom,Communication Services,KYG5784H1065
REIT - Healthcare Facilities,"Medical Properties Trust, Inc.",MPW,United States,Real Estate,US58463J3041
Biotechnology,"SpringWorks Therapeutics, Inc.",SWTX,United States,Healthcare,US85205L1070
Banks - Regional,"The Bancorp, Inc.",TBBK,United States,Financials,US05969A1051
Specialty Industrial Machinery,Enovis Corporation,ENOV,United States,Industrials,US1940145022
Semiconductors,Diodes Incorporated,DIOD,United States,Technology,US2545431015
Recreational Vehicles,LCI Industries,LCII,United States,Consumer Discretionary,US50189K1034
REIT - Retail,Curbline Properties Corp.,CURB,United States,Real Estate,US23128Q1013
Banks - Regional,First Financial Bancorp.,FFBC,United States,Financials,US3202091092
Gold,Equinox Gold Corp.,EQX,Canada,Materials,CA29446Y5020
Biotechnology,"Kymera Therapeutics, Inc.",KYMR,United States,Healthcare,US5015751044
Biotechnology,"Edgewise Therapeutics, Inc.",EWTX,United States,Healthcare,US28036F1057
Auto Parts,QuantumScape Corporation,QS,United States,Consumer Discretionary,US74767V1098
Medical Care Facilities,Select Medical Holdings Corporation,SEM,United States,Healthcare,US81619Q1058
Software - Infrastructure,StoneCo Ltd.,STNE,Cayman Islands,Technology,KYG851581069
Beverages - Non-Alcoholic,Embotelladora Andina S.A.,AKO.A,Chile,Consumer Staples,US29081P2048
Beverages - Non-Alcoholic,Embotelladora Andina S.A.,AKO.B,Chile,Consumer Staples,US29081P3038
Auto Parts,The Goodyear Tire & Rubber Company,GT,United States,Consumer Discretionary,US3825501014
REIT - Diversified,"Empire State Realty Trust, Inc.",ESRT,United States,Real Estate,US2921041065
Oil & Gas Equipment & Services,"Oceaneering International, Inc.",OII,United States,Energy,US6752321025
Capital Markets,Marex Group plc,MRX,United Kingdom,Financials,GB00BMT7GT62
Software - Infrastructure,BlackBerry Limited,BB,Canada,Technology,CA09228F1036
Specialty Business Services,AZZ Inc.,AZZ,United States,Industrials,US0024741045
Software - Application,"Semrush Holdings, Inc.",SEMR,United States,Technology,US81686C1045
Auto & Truck Dealerships,"Mister Car Wash, Inc.",MCW,United States,Consumer Discretionary,US60646V1052
Asset Management,GCM Grosvenor Inc.,GCMG,United States,Financials,US36831E1082
Software - Infrastructure,SolarWinds Corporation,SWI,United States,Technology,US83417Q2049
Software - Application,"Agilysys, Inc.",AGYS,United States,Technology,US00847J1051
Luxury Goods,Signet Jewelers Limited,SIG,Bermuda,Consumer Discretionary,BMG812761002
Software - Infrastructure,Oddity Tech Ltd.,ODD,Israel,Technology,IL0011974909
REIT - Office,"Empire State Realty OP, L.P.",ESBA,United States,Real Estate,US2921021000
Specialty Chemicals,Quaker Chemical Corporation,KWR,United States,Materials,US7473161070
Marine Shipping,Hafnia Limited,HAFN,Bermuda,Industrials,BMG4233B1090
REIT - Industrial,LXP Industrial Trust,LXP,United States,Real Estate,US5290431015
Textile Manufacturing,Albany International Corp.,AIN,United States,Consumer Discretionary,US0123481089
Banks - Regional,"Provident Financial Services, Inc.",PFS,United States,Financials,US74386T1051
Diagnostics & Research,Neogen Corporation,NEOG,United States,Healthcare,US6404911066
Gold,"Coeur Mining, Inc.",CDE,United States,Materials,US1921085049
Auto & Truck Dealerships,"Sonic Automotive, Inc.",SAH,United States,Consumer Discretionary,US83545G1022
Biotechnology,"Arrowhead Pharmaceuticals, Inc.",ARWR,United States,Healthcare,US04280A1007
Travel Services,"Tripadvisor, Inc.",TRIP,United States,Consumer Discretionary,US8969452015
Banks - Regional,"Pacific Premier Bancorp, Inc.",PPBI,United States,Financials,US69478X1054
Resorts & Casinos,Melco Resorts & Entertainment Limited,MLCO,Hong Kong,Consumer Discretionary,US5854641009
Advertising Agencies,"Magnite, Inc.",MGNI,United States,Communication Services,US55955D1000
Medical Instruments & Supplies,"Azenta, Inc.",AZTA,United States,Healthcare,US1143401024
Specialty Chemicals,Minerals Technologies Inc.,MTX,United States,Materials,US6031581068
Oil & Gas Equipment & Services,Flowco Holdings Inc.,FLOC,United States,Energy,US3429091081
Software - Infrastructure,"Rapid7, Inc.",RPD,United States,Technology,US7534221046
Software - Infrastructure,"Calix, Inc.",CALX,United States,Technology,US13100M5094
Electronic Components,"TTM Technologies, Inc.",TTMI,United States,Technology,US87305R1095
Banks - Regional,FB Financial Corporation,FBK,United States,Financials,US30257X1046
Other Precious Metals & Mining,Sibanye Stillwater Limited,SBSW,South Africa,Materials,US82575P1075
Aerospace & Defense,"Mercury Systems, Inc.",MRCY,United States,Industrials,US5893781089
Software - Application,Bitdeer Technologies Group,BTDR,Singapore,Technology,KYG114481008
Banks - Regional,Banner Corporation,BANR,United States,Financials,US06652V2088
Entertainment,"Atlanta Braves Holdings, Inc.",BATRA,United States,Communication Services,US0477261046
Internet Content & Information,JOYY Inc.,YY,Singapore,Communication Services,US46591M1099
Internet Content & Information,Weibo Corporation,WB,China,Communication Services,US9485961018
Specialty Chemicals,"Hawkins, Inc.",HWKN,United States,Materials,US4202611095
Banks - Regional,First Merchants Corporation,FRME,United States,Financials,US3208171096
Software - Infrastructure,Progress Software Corporation,PRGS,United States,Technology,US7433121008
Aerospace & Defense,AAR Corp.,AIR,United States,Industrials,US0003611052
Business Equipment & Supplies,HNI Corporation,HNI,United States,Industrials,US4042511000
Biotechnology,Mesoblast Limited,MESO,Australia,Healthcare,US5907174016
Oil & Gas Refining & Marketing,Cosan S.A.,CSAN,Brazil,Energy,US22113B1035
Biotechnology,"Janux Therapeutics, Inc.",JANX,United States,Healthcare,US47103J1051
Packaged Foods,Central Garden & Pet Company,CENT,United States,Consumer Staples,US1535271068
Education & Training Services,"KinderCare Learning Companies, Inc.",KLC,United States,Consumer Staples,US49456W1053
Electrical Equipment & Parts,"Energizer Holdings, Inc.",ENR,United States,Industrials,US29272W1099
Banks - Regional,"WaFd, Inc.",WAFD,United States,Financials,US9388241096
Banks - Regional,Seacoast Banking Corporation of Florida,SBCF,United States,Financials,US8117078019
Specialty Industrial Machinery,"Hillenbrand, Inc.",HI,United States,Industrials,US4315711089
Coking Coal,"Alpha Metallurgical Resources, Inc.",AMR,United States,Materials,US0207641061
Insurance - Reinsurance,SiriusPoint Ltd.,SPNT,Bermuda,Financials,BMG8192H1060
Apparel Retail,"The Buckle, Inc.",BKE,United States,Consumer Discretionary,US1184401065
Real Estate - Development,"Century Communities, Inc.",CCS,United States,Real Estate,US1565043007
Utilities - Renewable,ReNew Energy Global Plc,RNW,United Kingdom,Utilities,GB00BNQMPN80
Household & Personal Products,"Spectrum Brands Holdings, Inc.",SPB,United States,Consumer Staples,US84790A1051
Medical Devices,"Tandem Diabetes Care, Inc.",TNDM,United States,Healthcare,US8753722037
Software - Infrastructure,Flywire Corporation,FLYW,United States,Technology,US3024921039
Entertainment,"Atlanta Braves Holdings, Inc.",BATRK,United States,Communication Services,US0477263026
Specialty Industrial Machinery,Enerpac Tool Group Corp.,EPAC,United States,Industrials,US2927651040
Banks - Regional,Renasant Corporation,RNST,United States,Financials,US75970E1073
Education & Training Services,"Strategic Education, Inc.",STRA,United States,Consumer Staples,US86272C1036
Conglomerates,Seaboard Corporation,SEB,United States,Industrials,US8115431079
Insurance - Property & Casualty,"Lemonade, Inc.",LMND,United States,Financials,US52567D1072
Medical Care Facilities,Addus HomeCare Corporation,ADUS,United States,Healthcare,US0067391062
Auto Parts,Visteon Corporation,VC,United States,Consumer Discretionary,US92839U2069
Software - Application,"Sprinklr, Inc.",CXM,United States,Technology,US85208T1079
Software - Application,NCR Atleos Corporation,NATL,United States,Technology,US63001N1063
Advertising Agencies,"Ziff Davis, Inc.",ZD,United States,Communication Services,US48123V1026
Oil & Gas Drilling,Seadrill Limited,SDRL,Bermuda,Energy,BMG7997W1029
Banks - Regional,"WesBanco, Inc.",WSBC,United States,Financials,US9508101014
REIT - Retail,InvenTrust Properties Corp.,IVT,United States,Real Estate,US46124J2015
REIT - Retail,Retail Opportunity Investments Corp.,ROIC,United States,Real Estate,US76131N1019
Auto Parts,Dana Incorporated,DAN,United States,Consumer Discretionary,US2358252052
Apparel Manufacturing,Ermenegildo Zegna N.V.,ZGN,Italy,Consumer Discretionary,NL0015000PB5
Biotechnology,"Mirum Pharmaceuticals, Inc.",MIRM,United States,Healthcare,US6047491013
REIT - Hotel & Motel,"Sunstone Hotel Investors, Inc.",SHO,United States,Real Estate,US8678921011
Drug Manufacturers - Specialty & Generic,HUTCHMED (China) Limited,HCM,Hong Kong,Healthcare,US44842L1035
Auto & Truck Dealerships,"Camping World Holdings, Inc.",CWH,United States,Consumer Discretionary,US13462K1097
Biotechnology,"CG Oncology, Inc.",CGON,United States,Healthcare,US1569441009
Trucking,"Werner Enterprises, Inc.",WERN,United States,Industrials,US9507551086
Trucking,ArcBest Corporation,ARCB,United States,Industrials,US03937C1053
Healthcare Plans,"Clover Health Investments, Corp.",CLOV,United States,Healthcare,US18914F1030
Internet Content & Information,Upwork Inc.,UPWK,United States,Communication Services,US91688F1049
Farm & Heavy Construction Machinery,Alamo Group Inc.,ALG,United States,Industrials,US0113111076
Utilities - Renewable,"Fluence Energy, Inc.",FLNC,United States,Utilities,US34379V1035
Biotechnology,NewAmsterdam Pharma Company N.V.,NAMS,Netherlands,Healthcare,NL00150012L7
Semiconductor Equipment & Materials,"Kulicke and Soffa Industries, Inc.",KLIC,United States,Technology,US5012421013
Software - Application,"Ibotta, Inc.",IBTA,United States,Technology,US4510511060
Biotechnology,"Apogee Therapeutics, Inc.",APGE,United States,Healthcare,US03770N1019
Gold,New Gold Inc.,NGD,Canada,Materials,CA6445351068
Biotechnology,"Vera Therapeutics, Inc.",VERA,United States,Healthcare,US92337R1014
